,Name,Stocktype,Mileage_(Miles),Price,Ext_color,Int_color,Transmission,Body_style,Model_Year,Car_Age_Year,Car_Make,Car_Model,Car_Trim
2943,1997 Honda Civic LX,Used,"55,855 mi.",1791,Silver,Gray,Automatic,Sedan,1997-01-01,23.47,Honda,Civic,LX
2944,2010 Subaru Legacy 2.5i Premium,Used,"159,545 mi.",7491,White,White,Manual,Sedan,2010-01-01,10.47,Subaru,Legacy,Premium
2945,2008 Lexus GX 470,Used,"190,105 mi.",11991,Silver,Beige,Automatic,SUV,2008-01-01,12.47,Lexus,GX,470
2946,2001 Lexus GS 300,Used,"114,479 mi.",4991,Gray,White,Automatic,Sedan,2001-01-01,19.47,Lexus,GS,300
2947,2005 Subaru Legacy 2.5i Limited,Used,"165,989 mi.",4991,Blue,Gray,Automatic,Sedan,2005-01-01,15.47,Subaru,Legacy,Limited
2949,2011 Mazda Mazda3 s Sport,Used,"80,897 mi.",8991,Silver,Black,Automatic,Hatchback,2011-01-01,9.47,Mazda,Mazda3,Sport
2950,2011 Chevrolet Cruze LTZ,Used,"74,993 mi.",8999,Blue,Black,Automatic,Sedan,2011-01-01,9.47,Chevrolet,Cruze,LTZ
2951,2014 Hyundai Veloster Base,Used,"85,169 mi.",6999,Black,Black,Automatic,Hatchback,2014-01-01,6.46,Hyundai,Veloster,Base
2952,2017 Toyota Corolla SE,Used,"48,000 mi.",13820,White,Other,CVT,Sedan,2017-01-01,3.46,Toyota,Corolla,SE
2953,2016 FIAT 500X Trekking,Used,"16,248 mi.",11989,Orange,Other,Automatic,SUV,2016-01-01,4.46,FIAT,500X,Trekking
2954,2012 Volkswagen Jetta SportWagen 2.0 TDI,Volkswagen Certified,"31,310 mi.",11988,Silver,Black,Manual,Wagon,2012-01-01,8.47,Volkswagen,Jetta,TDI
2955,2016 Chrysler 200 Limited,Used,"36,267 mi.",14998,Red,Black,Automatic,Sedan,2016-01-01,4.46,Chrysler,200,Limited
2956,2017 Nissan Versa S,Used,"59,025 mi.",9998,Gray,Black,Manual,Sedan,2017-01-01,3.46,Nissan,Versa,S
2957,2017 Kia Optima LX,Used,"39,263 mi.",14998,White,Black,Automatic,Sedan,2017-01-01,3.46,Kia,Optima,LX
2958,2016 Kia Soul Base,Used,"59,292 mi.",12998,Silver,Black,Automatic,Wagon,2016-01-01,4.46,Kia,Soul,Base
2959,2013 Chevrolet Equinox 1LT,Used,"102,468 mi.",12599,Black,Black,Automatic,SUV,2013-01-01,7.46,Chevrolet,Equinox,1LT
2960,2017 Kia Forte LX,Used,"38,479 mi.",12998,Silver,Gray,Automatic,Sedan,2017-01-01,3.46,Kia,Forte,LX
2961,2008 Honda Odyssey EX-L,Used,"95,013 mi.",11599,Blue,Gray,Automatic,Minivan,2008-01-01,12.47,Honda,Odyssey,EX-L
2962,2015 Nissan Versa Note SR,Used,"44,904 mi.",12599,Blue,Black,CVT,Hatchback,2015-01-01,5.46,Nissan,Versa,SR
2963,2012 Chevrolet Sonic LT,Used,"78,052 mi.",7998,Red,Black,Manual,Sedan,2012-01-01,8.47,Chevrolet,Sonic,LT
2964,2012 Honda Civic LX,Used,"42,488 mi.",13599,Gray,Gray,Automatic,Coupe,2012-01-01,8.47,Honda,Civic,LX
2965,2013 Ford Focus SE,Used,"97,908 mi.",9998,Black,Beige,Automatic,Hatchback,2013-01-01,7.46,Ford,Focus,SE
2966,2017 Hyundai Accent SE,Used,"49,009 mi.",11599,White,Gray,Automatic,Sedan,2017-01-01,3.46,Hyundai,Accent,SE
2967,2015 Chrysler 200 Limited,Used,"55,456 mi.",12998,Silver,Black,Automatic,Sedan,2015-01-01,5.46,Chrysler,200,Limited
2968,2017 Hyundai Elantra Value Edition,Used,"26,579 mi.",14599,Red,Beige,Automatic,Sedan,2017-01-01,3.46,Hyundai,Elantra,Edition
2969,2013 Volkswagen Tiguan SE,Used,"72,000 mi.",13599,Brown,Black,Automatic,SUV,2013-01-01,7.46,Volkswagen,Tiguan,SE
2970,2017 Hyundai Accent SE,Used,"68,905 mi.",9743,White,Gray,Automatic,Sedan,2017-01-01,3.46,Hyundai,Accent,SE
2971,2007 Ford Ranger XLT,Used,"56,181 mi.",7999,Other,Other,Unknown,Regular Cab Pickup,2007-01-01,13.47,Ford,Ranger,XLT
2972,2007 Toyota Highlander Hybrid Limited,Used,"132,771 mi.",10490,Blue,White,CVT,SUV,2007-01-01,13.47,Toyota,Highlander,Limited
2973,2009 Subaru Outback 2.5i Special Edition,Used,"100,966 mi.",9900,Blue,Black,Automatic,Wagon,2009-01-01,11.47,Subaru,Outback,Edition
2974,2019 Hyundai Elantra SEL,Used,"34,770 mi.",13390,Gray,Gray,Automatic,Sedan,2019-01-01,1.46,Hyundai,Elantra,SEL
2975,2016 Chevrolet Cruze LT,Used,"41,034 mi.",12580,Gray,Beige,Automatic,Sedan,2016-01-01,4.46,Chevrolet,Cruze,LT
2976,2017 Nissan Sentra SV,Used,"30,085 mi.",11560,White,Gray,CVT,Sedan,2017-01-01,3.46,Nissan,Sentra,SV
2977,2018 Dodge Grand Caravan SXT,Used,"48,697 mi.",14410,Silver,Black,Automatic,Minivan,2018-01-01,2.46,Dodge,Grand,SXT
2978,2018 Chevrolet Cruze LT,Used,"6,469 mi.",15000,Gray,Black,Automatic,Hatchback,2018-01-01,2.46,Chevrolet,Cruze,LT
2979,2016 Ford Taurus SEL,Used,"42,630 mi.",14980,Red,Black,Automatic,Sedan,2016-01-01,4.46,Ford,Taurus,SEL
2980,2018 Mitsubishi Outlander Sport ES,Used,"37,042 mi.",14020,White,Black,CVT,SUV,2018-01-01,2.46,Mitsubishi,Outlander,ES
2981,2019 Hyundai Elantra SEL,Used,"36,626 mi.",12990,Red,Gray,Automatic,Sedan,2019-01-01,1.46,Hyundai,Elantra,SEL
2982,2015 Audi A3 2.0T Premium,Used,"59,863 mi.",13500,Black,Black,Automatic,Sedan,2015-01-01,5.46,Audi,A3,Premium
2983,2014 Nissan Pathfinder S,Used,"56,359 mi.",13400,Gray,Gray,CVT,SUV,2014-01-01,6.46,Nissan,Pathfinder,S
2984,2019 Nissan Sentra S,Used,"11,168 mi.",13420,Blue,Gray,CVT,Sedan,2019-01-01,1.46,Nissan,Sentra,S
2985,2018 Chevrolet Cruze LS,Used,"28,962 mi.",13000,Silver,Beige,Automatic,Sedan,2018-01-01,2.46,Chevrolet,Cruze,LS
2986,2015 Honda Civic LX,Used,"70,596 mi.",11090,Gray,Gray,CVT,Sedan,2015-01-01,5.46,Honda,Civic,LX
2987,2017 Volkswagen Tiguan Limited,Used,"40,286 mi.",13780,Silver,Black,Automatic,SUV,2017-01-01,3.46,Volkswagen,Tiguan,Limited
2988,2018 FIAT 500 Lounge,Used,"3,883 mi.",13610,White,Black,Automatic,Hatchback,2018-01-01,2.46,FIAT,500,Lounge
2989,2018 Toyota Corolla LE,Used,"36,449 mi.",13410,Black,Black,CVT,Sedan,2018-01-01,2.46,Toyota,Corolla,LE
2990,2017 Kia Sportage LX,Used,"33,413 mi.",14600,Silver,Black,Automatic,SUV,2017-01-01,3.46,Kia,Sportage,LX
2991,2018 Chevrolet Sonic LS,Used,"16,888 mi.",11280,Gray,Black,Automatic,Sedan,2018-01-01,2.46,Chevrolet,Sonic,LS
2992,2006 BMW X3 3.0i,Used,"87,000 mi.",7500,Black,Black,Automatic,SUV,2006-01-01,14.47,BMW,X3,3.0i
2993,2011 BMW 335 i xDrive,Used,"77,466 mi.",11750,Black,Black,Automatic,Sedan,2011-01-01,9.47,BMW,335,xDrive
2994,2011 Honda Accord LX-P,Used,"126,366 mi.",9999,Blue,Black,Automatic,Sedan,2011-01-01,9.47,Honda,Accord,LX-P
2995,2011 BMW X3 xDrive28i,Used,"69,443 mi.",14999,Other,Other,Automatic,SUV,2011-01-01,9.47,BMW,X3,xDrive28i
2996,2018 FIAT 500 Lounge,Used,"4,960 mi.",14260,Other,Other,Automatic,Hatchback,2018-01-01,2.46,FIAT,500,Lounge
2997,2018 FIAT 500 Lounge,Used,"4,048 mi.",14260,Other,Black,Automatic,Hatchback,2018-01-01,2.46,FIAT,500,Lounge
2998,2014 RAM ProMaster 1500 Tradesman,Used,"109,657 mi.",14460,Other,Other,Automatic,Cargo Van,2014-01-01,6.46,RAM,ProMaster,Tradesman
3000,2002 Ford F-150 XL,Used,"183,638 mi.",3977,White,Other,Automatic,Regular Cab Pickup,2002-01-01,18.47,Ford,F-150,XL
3001,1995 Chevrolet Express 1500 110 WB,Used,"172,986 mi.",5977,White,Other,Automatic,Cargo Van,1995-01-01,25.48,Chevrolet,Express,WB
3002,2010 Volkswagen Jetta S,Used,"138,868 mi.",4977,White,Other,Automatic,Sedan,2010-01-01,10.47,Volkswagen,Jetta,S
3003,1999 Ford F-250 Super Duty,Used,"232,780 mi.",6995,Green,Beige,Automatic,Extended Cab Pickup,1999-01-01,21.47,Ford,F-250,Duty
3004,2006 Toyota Sienna XLE Limited,Used,"266,501 mi.",3995,Silver,Gray,Automatic,Minivan,2006-01-01,14.47,Toyota,Sienna,Limited
3005,2015 Nissan NV200 S,Used,"35,850 mi.",15000,White,Gray,CVT,Cargo Van,2015-01-01,5.46,Nissan,NV200,S
3006,2005 Subaru Outback 2.5i,Used,"177,070 mi.",5995,Blue,Gray,Automatic,Wagon,2005-01-01,15.47,Subaru,Outback,2.5i
3007,2011 BMW 535 Gran Turismo i xDrive,Used,"102,427 mi.",12995,Gray,Other,Automatic,Hatchback,2011-01-01,9.47,BMW,535,xDrive
3008,2012 Chevrolet Express 1500,Used,"123,983 mi.",12995,Yellow,Gray,Automatic,Passenger Van,2012-01-01,8.47,Chevrolet,Express,1500
3009,2007 Toyota Prius,Used,"154,397 mi.",5995,Silver,Gray,CVT,Hatchback,2007-01-01,13.47,Toyota,Prius,Prius
3010,1997 BMW Z3 1.9 Roadster,Used,"58,460 mi.",8995,Silver,Black,Manual,Convertible,1997-01-01,23.47,BMW,Z3,Roadster
3011,1999 Jeep Grand Cherokee Limited,Used,"151,850 mi.",4495,Gold,Black,Automatic,SUV,1999-01-01,21.47,Jeep,Grand,Limited
3012,2017 FIAT 500e Battery Electric,Used,"16,444 mi.",8787,Black,Black,Automatic,Hatchback,2017-01-01,3.46,FIAT,500e,Electric
3013,2017 FIAT 500e Battery Electric,Used,"5,952 mi.",9477,Blue,Black,Automatic,Hatchback,2017-01-01,3.46,FIAT,500e,Electric
3014,2004 Nissan Pathfinder SE,Used,"189,997 mi.",5350,Black,Beige,Automatic,SUV,2004-01-01,16.47,Nissan,Pathfinder,SE
3015,2008 Volvo XC90 3.2,Used,"147,870 mi.",5990,Other,Other,Automatic,SUV,2008-01-01,12.47,Volvo,XC90,3.2
3016,2008 BMW 528 i,Used,"125,841 mi.",6490,Other,Other,Unknown,Sedan,2008-01-01,12.47,BMW,528,i
3017,2014 BMW X1 xDrive 28i,Used,"67,789 mi.",13990,Black,Beige,Automatic,SUV,2014-01-01,6.46,BMW,X1,28i
3018,2011 INFINITI G37x Base,Used,"147,888 mi.",9995,Silver,Other,Automatic,Sedan,2011-01-01,9.47,INFINITI,G37x,Base
3019,2013 Volkswagen 2.0 TDI SEL Premium,Used,"43,399 mi.",11983,White,Beige,Automatic,Sedan,2013-01-01,7.46,Volkswagen,2.0,Premium
3020,2012 Honda Civic Si,Used,"63,495 mi.",13987,Black,Black,Manual,Sedan,2012-01-01,8.47,Honda,Civic,Si
3021,2012 Hyundai Genesis 3.8,Used,"86,949 mi.",9990,Gray,Black,Automatic,Sedan,2012-01-01,8.47,Hyundai,Genesis,3.8
3022,2011 Jeep Liberty Sport,Used,"55,954 mi.",9990,Purple,Gray,Automatic,SUV,2011-01-01,9.47,Jeep,Liberty,Sport
3023,2009 Ford F-150 Lariat SuperCab,Used,"94,022 mi.",14990,Gold,Other,Automatic,Extended Cab Pickup,2009-01-01,11.47,Ford,F-150,SuperCab
3024,2009 Hyundai Sonata GLS,Used,"145,879 mi.",4990,Silver,Gray,Automatic,Sedan,2009-01-01,11.47,Hyundai,Sonata,GLS
3025,2015 Subaru Forester 2.5i Premium,Used,"110,981 mi.",11990,White,Gray,CVT,SUV,2015-01-01,5.46,Subaru,Forester,Premium
3026,2011 Dodge Durango Crew,Used,"170,672 mi.",9990,White,Gray,Automatic,SUV,2011-01-01,9.47,Dodge,Durango,Crew
3027,2010 BMW 335 i,Used,"81,500 mi.",12995,White,Black,Automatic,Coupe,2010-01-01,10.47,BMW,335,i
3028,2017 Ford Focus SEL,Used,"15,005 mi.",14995,Gray,Other,Automatic,Hatchback,2017-01-01,3.46,Ford,Focus,SEL
3029,2011 Hyundai Tucson GLS,Used,"110,575 mi.",8574,Silver,Black,Automatic,SUV,2011-01-01,9.47,Hyundai,Tucson,GLS
3030,2006 Audi A4 3.2 quattro,Used,"147,900 mi.",7800,Black,Black,Manual,Sedan,2006-01-01,14.47,Audi,A4,quattro
3031,2017 Chevrolet Malibu 1LT,Used,"10,768 mi.",14998,Gray,Black,Automatic,Sedan,2017-01-01,3.46,Chevrolet,Malibu,1LT
3032,2015 Mazda Mazda6 i Sport,Used,"56,216 mi.",14998,Red,Black,Automatic,Sedan,2015-01-01,5.46,Mazda,Mazda6,Sport
3033,2016 Volkswagen Jetta 2.0L S,Used,"31,908 mi.",11599,Blue,Black,Automatic,Sedan,2016-01-01,4.46,Volkswagen,Jetta,S
3034,2016 Kia Soul Base,Used,"50,014 mi.",11998,Brown,Black,Automatic,Wagon,2016-01-01,4.46,Kia,Soul,Base
3035,2013 GMC Terrain SLE-1,Used,"66,069 mi.",14599,Gray,Black,Automatic,SUV,2013-01-01,7.46,GMC,Terrain,SLE-1
3036,2019 Kia Rio LX,Used,"1,589 mi.",14599,Black,Gray,Automatic,Sedan,2019-01-01,1.46,Kia,Rio,LX
3037,2013 Subaru Legacy 2.5i Premium,Used,"77,564 mi.",12998,Red,Black,CVT,Sedan,2013-01-01,7.46,Subaru,Legacy,Premium
3038,2014 Volkswagen Jetta SE,Used,"47,115 mi.",12599,Silver,Black,Automatic,Sedan,2014-01-01,6.46,Volkswagen,Jetta,SE
3039,2014 Mazda CX-5 Sport,Used,"113,310 mi.",11998,Blue,Black,Automatic,SUV,2014-01-01,6.46,Mazda,CX-5,Sport
3040,2012 Nissan Altima 2.5 S,Used,"104,766 mi.",9998,Black,Gray,CVT,Sedan,2012-01-01,8.47,Nissan,Altima,S
3041,2017 Ford Fusion SE,Used,"57,813 mi.",12998,Silver,Black,Automatic,Sedan,2017-01-01,3.46,Ford,Fusion,SE
3042,2013 Chevrolet Equinox 1LT,Used,"119,291 mi.",11599,Gray,Black,Automatic,SUV,2013-01-01,7.46,Chevrolet,Equinox,1LT
3043,2012 Scion iQ Base,Used,"54,895 mi.",7998,Red,Black,CVT,Hatchback,2012-01-01,8.47,Scion,iQ,Base
3044,2016 Kia Soul +,Used,"53,434 mi.",13998,Green,Black,Automatic,Wagon,2016-01-01,4.46,Kia,Soul,+
3045,2010 Mazda MazdaSpeed3 Sport,Used,"101,325 mi.",13998,Silver,Black,Manual,Hatchback,2010-01-01,10.47,Mazda,MazdaSpeed3,Sport
3046,2010 Toyota Corolla LE,Used,"22,623 mi.",11599,Silver,Gray,Automatic,Sedan,2010-01-01,10.47,Toyota,Corolla,LE
3047,2012 Kia Soul Base,Used,"68,501 mi.",8495,Black,Other,Automatic,Wagon,2012-01-01,8.47,Kia,Soul,Base
3048,2012 Chevrolet Malibu LS,Used,"62,300 mi.",8995,Silver,Other,Automatic,Sedan,2012-01-01,8.47,Chevrolet,Malibu,LS
3049,2017 Kia Forte LX,Used,"29,737 mi.",12988,Brown,Black,Automatic,Sedan,2017-01-01,3.46,Kia,Forte,LX
3050,2005 GMC Yukon Denali,Used,"186,958 mi.",8600,Blue,Other,Automatic,SUV,2005-01-01,15.47,GMC,Yukon,Denali
3051,2010 Nissan Sentra 2.0 S,Used,"128,853 mi.",5497,Gray,Gray,CVT,Sedan,2010-01-01,10.47,Nissan,Sentra,S
3052,2012 Nissan Versa 1.8 S,Used,"77,749 mi.",6287,Gray,Gray,Automatic,Hatchback,2012-01-01,8.47,Nissan,Versa,S
3053,2007 Honda Civic LX,Used,"116,496 mi.",7600,Black,Other,Automatic,Coupe,2007-01-01,13.47,Honda,Civic,LX
3054,2010 Chevrolet Malibu LTZ,Used,"78,417 mi.",11995,Black,Black,Automatic,Sedan,2010-01-01,10.47,Chevrolet,Malibu,LTZ
3055,2012 Toyota Camry LE,Used,"137,000 mi.",7000,Red,Beige,Automatic,Sedan,2012-01-01,8.47,Toyota,Camry,LE
3056,2003 Honda Civic EX,Used,"195,170 mi.",2995,Silver,Gray,Manual,Coupe,2003-01-01,17.47,Honda,Civic,EX
3057,2012 Toyota Camry XLE,Used,"90,695 mi.",12500,Gray,Gray,Automatic,Sedan,2012-01-01,8.47,Toyota,Camry,XLE
3058,2013 Subaru Impreza 2.0i Sport Limited,Used,"114,672 mi.",10985,Silver,Black,CVT,Hatchback,2013-01-01,7.46,Subaru,Impreza,Limited
3059,2007 Lexus ES 350,Used,"169,498 mi.",7995,Red,Beige,Automatic,Sedan,2007-01-01,13.47,Lexus,ES,350
3060,2010 Honda CR-V EX-L,Used,"117,000 mi.",9969,Other,Other,Automatic,SUV,2010-01-01,10.47,Honda,CR-V,EX-L
3061,2010 Toyota RAV4 Sport,Used,"182,622 mi.",9964,Gray,Other,Automatic,SUV,2010-01-01,10.47,Toyota,RAV4,Sport
3062,2017 Toyota Corolla SE,Used,"43,563 mi.",14994,Black,Other,CVT,Sedan,2017-01-01,3.46,Toyota,Corolla,SE
3063,2015 Jeep Patriot Sport,Used,"79,551 mi.",10994,Other,Other,CVT,SUV,2015-01-01,5.46,Jeep,Patriot,Sport
3064,2012 Toyota Prius v,Used,"71,000 mi.",13981,Black,Other,CVT,Wagon,2012-01-01,8.47,Toyota,Prius,v
3065,2008 Mercedes-Benz C 300 Luxury,Used,"55,000 mi.",9500,Blue,Beige,Automanual,Sedan,2008-01-01,12.47,Mercedes-Benz,C,Luxury
3066,2006 Toyota Prius,Used,"226,746 mi.",3380,Green,Beige,CVT,Hatchback,2006-01-01,14.47,Toyota,Prius,Prius
3067,2010 BMW X3 xDrive30i,Used,"87,580 mi.",9774,Gold,Black,Manual,SUV,2010-01-01,10.47,BMW,X3,xDrive30i
3068,2017 Chevrolet Malibu,Chevrolet Certified,"57,688 mi.",14980,White,Other,Automatic,Sedan,2017-01-01,3.46,Chevrolet,Malibu,Malibu
3069,2009 Mercedes-Benz GL 450 4MATIC,Used,"105,054 mi.",8950,Black,Beige,Automatic,SUV,2009-01-01,11.47,Mercedes-Benz,GL,4MATIC
3070,2003 Ford F-350 Lariat Super Duty,Used,"135,738 mi.",13000,Gray,Other,Automatic,Crew Cab Pickup,2003-01-01,17.47,Ford,F-350,Duty
3071,2016 Chevrolet Sonic LT,Used,"72,320 mi.",8500,Blue,Black,Automatic,Hatchback,2016-01-01,4.46,Chevrolet,Sonic,LT
3072,2012 Subaru Impreza 2.0i Sport Limited,Used,"108,576 mi.",10000,Black,Black,CVT,Hatchback,2012-01-01,8.47,Subaru,Impreza,Limited
3073,2015 Toyota Corolla,Used,"73,844 mi.",12000,White,Gray,Automatic,Sedan,2015-01-01,5.46,Toyota,Corolla,Corolla
3074,2015 Jeep Patriot Sport,Used,"72,305 mi.",12000,Silver,Gray,Automatic,SUV,2015-01-01,5.46,Jeep,Patriot,Sport
3075,2015 Honda Civic,Used,"56,252 mi.",14500,Brown,Other,CVT,Sedan,2015-01-01,5.46,Honda,Civic,Civic
3076,2015 Subaru Forester 2.0XT Touring,Used,"127,496 mi.",15000,Blue,Black,CVT,SUV,2015-01-01,5.46,Subaru,Forester,Touring
3077,2014 Chevrolet Malibu 1LZ,Used,"80,443 mi.",11000,Silver,Black,Automatic,Sedan,2014-01-01,6.46,Chevrolet,Malibu,1LZ
3078,2017 Volkswagen Jetta 1.4T S,Used,"21,209 mi.",13000,Black,Black,Automatic,Sedan,2017-01-01,3.46,Volkswagen,Jetta,S
3079,2013 Volkswagen Passat 2.0 TDI SE,Used,"49,672 mi.",10990,White,Beige,Manual,Sedan,2013-01-01,7.46,Volkswagen,Passat,SE
3080,2013 Volkswagen Passat 2.0 TDI SE,Used,"38,580 mi.",10990,Blue,Beige,Manual,Sedan,2013-01-01,7.46,Volkswagen,Passat,SE
3081,2014 Volkswagen Passat 2.0L TDI DSG SEL Premium,Used,"51,812 mi.",11990,Silver,Black,Automatic,Sedan,2014-01-01,6.46,Volkswagen,Passat,Premium
3082,2013 Volkswagen Jetta SportWagen TDI,Used,"39,952 mi.",12990,Black,Black,Automatic,Wagon,2013-01-01,7.46,Volkswagen,Jetta,TDI
3083,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Used,"58,190 mi.",11990,White,Black,Manual,Sedan,2014-01-01,6.46,Volkswagen,Passat,w/Sunroof
3084,2006 MINI Cooper S,Used,"78,284 mi.",6990,White,Other,Automatic,Hatchback,2006-01-01,14.47,MINI,Cooper,S
3085,2014 Volkswagen Passat 2.0L TDI DSG SEL Premium,Used,"64,982 mi.",11990,Gray,Black,Automatic,Sedan,2014-01-01,6.46,Volkswagen,Passat,Premium
3086,2013 Volkswagen Passat 2.0 TDI SE,Used,"51,936 mi.",9990,Black,Black,Manual,Sedan,2013-01-01,7.46,Volkswagen,Passat,SE
3087,2014 Volkswagen Passat 2.0L TDI DSG SEL Premium,Used,"38,797 mi.",12990,Red,Black,Automatic,Sedan,2014-01-01,6.46,Volkswagen,Passat,Premium
3088,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Used,"31,158 mi.",12990,White,Beige,Manual,Sedan,2014-01-01,6.46,Volkswagen,Passat,w/Sunroof
3089,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Used,"52,980 mi.",11990,Blue,Black,Manual,Sedan,2014-01-01,6.46,Volkswagen,Passat,w/Sunroof
3090,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Used,"34,401 mi.",12990,Blue,Black,Manual,Sedan,2014-01-01,6.46,Volkswagen,Passat,w/Sunroof
3091,2013 Volkswagen Passat 2.0 TDI SE,Used,"64,830 mi.",9990,Blue,Black,Manual,Sedan,2013-01-01,7.46,Volkswagen,Passat,SE
3092,2014 Volkswagen Passat 2.0L TDI DSG SEL Premium,Used,"52,224 mi.",11990,Gray,Black,Automatic,Sedan,2014-01-01,6.46,Volkswagen,Passat,Premium
