,Name,Stocktype,Mileage (Miles),Price,Ext_color,Int_color,Transmission,Drivetrain
2071,2010 Toyota Corolla,Used,"102,738 mi.","$9,987",Red,Gray,Automatic,FWD
2072,2012 Honda Civic LX,Used,"84,861 mi.","$10,996",Gray,Beige,Automatic,FWD
2073,2019 Kia Optima LX,Used,"36,232 mi.","$14,998",Black,Black,Automatic,FWD
2074,2012 Mazda Mazda3 i Sport,Used,"111,597 mi.","$7,081",Silver,Black,Automatic,FWD
2075,2008 Acura MDX Technology,Used,"125,576 mi.","$9,500",Red,Other,Automatic,AWD
2076,2017 Volkswagen Jetta 1.4T S,Used,"55,460 mi.","$11,599",Red,Black,Automatic,FWD
2077,2017 Kia Optima LX,Used,"42,045 mi.","$13,599",Blue,Gray,Automatic,FWD
2078,2014 Chevrolet Cruze 1LT,Used,"49,996 mi.","$11,998",White,Gray,Automatic,FWD
2079,2005 INFINITI G35x Base,Used,"110,373 mi.","$7,000",Black,Gray,Automatic,AWD
2080,2015 Kia Soul Base,Used,"89,589 mi.","$11,995",Green,Other,Automatic,FWD
2081,2019 Hyundai Accent SE,Used,"16,647 mi.","$13,995",White,Black,Automatic,FWD
2082,2017 Toyota Yaris iA Base,Used,"20,148 mi.","$12,998",Red,Blue,Automatic,FWD
2083,2014 Toyota Prius c Three,Used,"108,871 mi.","$9,997",Silver,Blue,CVT,FWD
2084,2019 Kia Soul +,Used,"26,163 mi.","$13,999",Gray,Black,Automatic,FWD
2085,2006 Mazda Mazda3 s Grand Touring,Used,"97,156 mi.","$6,445",Black,Black,Automatic,FWD
2086,1997 Lexus ES 300,Used,"145,507 mi.","$4,995",Silver,Black,Automatic,FWD
2087,2010 Toyota RAV4 Base,Used,"141,191 mi.","$8,987",Silver,Gray,Automatic,drive
2088,2012 Volkswagen Jetta TDI,Used,"59,861 mi.","$10,899",Silver,Black,Automatic,FWD
2089,2013 Toyota Prius v II,Used,"101,707 mi.","$11,987",White,Gray,CVT,FWD
2090,2011 Audi A3 2.0 TDI Premium,Used,"68,244 mi.","$11,950",Black,Black,Automatic,FWD
2091,2012 Hyundai Sonata Limited,Used,"68,548 mi.","$14,995",Blue,Gray,Automatic,FWD
2092,2013 Honda CR-V EX,Used,"80,212 mi.","$14,307",Gray,Gray,Automatic,AWD
2093,2013 Subaru Impreza WRX Limited,Used,"122,855 mi.","$14,999",Black,Black,Manual,AWD
2094,2012 Honda Accord EX-L,Used,"139,492 mi.","$6,995",Black,Black,Automatic,FWD
2095,2008 Acura TL,Used,"136,212 mi.","$6,990",Blue,Beige,Automatic,FWD
2096,2009 Nissan Altima 2.5 S,Used,"111,920 mi.","$6,495",Blue,Gray,CVT,FWD
2097,2003 Hyundai Santa Fe GLS,Used,"191,143 mi.","$2,500",Black,Gray,Automatic,AWD
2098,1997 Ford Taurus GL,Used,"160,009 mi.","$2,995",White,Gray,Automatic,FWD
2099,2014 Chevrolet Equinox 1LT,Used,"110,530 mi.","$11,977",Gray,Black,Automatic,AWD
2100,2015 Jeep Cherokee Latitude,Used,"89,000 mi.","$13,900",Black,Black,Automanual,drive
2101,2007 Toyota Prius,Used,"112,000 mi.","$4,600",Black,Gray,Automatic,FWD
2102,2010 Toyota Corolla,Used,"154,194 mi.","$6,495",Gray,Gray,Automatic,FWD
2103,2002 Ford Explorer XLS,Used,"185,126 mi.","$1,495",Green,Gray,Automatic,RWD
2104,2005 Chrysler Pacifica Touring,Used,"179,948 mi.","$4,995",Gray,Beige,Automatic,AWD
2105,2007 GMC Acadia SLT-2,Used,"149,488 mi.","$8,788",Blue,Beige,Automatic,AWD
2106,2008 GMC Sierra 1500 SLE,Used,"159,565 mi.","$13,988",Silver,Black,Automatic,drive
2107,2009 Pontiac G6,Used,"105,357 mi.","$5,988",White,Black,Automatic,FWD
2108,2004 Ford Focus ZX5,Used,"124,368 mi.","$4,388",Silver,Gray,Manual,FWD
2109,2007 BMW 328 i,Used,"117,301 mi.","$6,995",Gray,Gray,Automatic,RWD
2110,2011 Ford Flex Limited,Used,"159,535 mi.","$8,988",Silver,Other,Automatic,FWD
2111,2013 Subaru Forester 2.5X,Used,"105,970 mi.","$12,388",Blue,Gray,Automatic,AWD
2112,2009 Subaru Forester 2.5X,Used,"151,249 mi.","$6,995",Green,Gray,Automatic,AWD
2113,2005 Cadillac DeVille,Used,"93,065 mi.","$4,995",Other,Other,Automatic,FWD
2114,2008 Ford Edge Limited,Used,"170,500 mi.","$6,995",Red,Beige,Automatic,AWD
2115,1999 Dodge Ram 2500 Laramie,Used,"182,617 mi.","$13,900",Other,Other,Automatic,drive
2116,2009 Pontiac Vibe Base,Used,"153,179 mi.","$4,900",White,Black,Automatic,FWD
2117,2001 GMC Yukon XL 2500 SLE,Used,"251,049 mi.","$5,990",Other,Other,Automatic,drive
2118,2002 Subaru Legacy,Used,"190,896 mi.","$4,491",White,Beige,Manual,AWD
2119,2001 Toyota Sequoia Limited,Used,"188,511 mi.","$5,991",Silver,Gray,Automatic,RWD
2120,2012 Subaru Impreza 2.0i Limited,Used,"118,410 mi.","$9,991",Red,Beige,CVT,AWD
2121,2004 Nissan Xterra XE-V6,Used,"159,441 mi.","$5,991",White,Gray,Manual,drive
2122,1994 Cadillac Eldorado Touring,Used,"96,788 mi.","$6,995",Red,Beige,Automatic,FWD
2123,2010 Subaru Outback 3.6R Limited,Used,"113,501 mi.","$12,900",Silver,Black,Automatic,AWD
2124,2010 Mitsubishi Lancer ES,Used,"111,401 mi.","$8,599",Black,Beige,CVT,FWD
2125,1987 Volvo 240 DL,Used,"228,021 mi.","$6,100",Black,Black,Manual,RWD
2126,2012 Audi Q5 2.0T Premium,Used,"102,055 mi.","$12,000",Black,Beige,Automatic,AWD
2127,2006 Lexus RX 400h,Used,"162,263 mi.","$7,991",Beige,Black,CVT,AWD
2128,2017 Kia Rio LX,Used,"18,587 mi.","$11,998",Silver,Black,Automatic,FWD
2129,2007 Jeep Grand Cherokee Limited,Used,"115,880 mi.","$9,995",White,Beige,Automatic,drive
2130,2009 Hyundai Santa Fe Limited,Used,"146,772 mi.","$7,999",Silver,Beige,Automatic,AWD
2131,2013 Subaru Impreza 2.0i Limited,Used,"64,502 mi.","$13,900",Red,Beige,CVT,AWD
2132,2016 Hyundai Tucson SE,Used,"74,900 mi.","$13,500",White,Gray,Automatic,drive
2133,2012 Jeep Compass Latitude,Used,"130,072 mi.","$8,977",Black,Other,CVT,drive
2134,2004 Toyota Prius,Used,"118,455 mi.","$5,888",Other,Other,CVT,FWD
2135,2003 Cadillac Escalade,Used,"129,985 mi.","$7,995",Gold,Beige,Automatic,AWD
2136,2007 Jeep Wrangler Unlimited X,Used,"155,358 mi.","$13,977",Black,Other,Automatic,drive
2137,2007 Pontiac G6 Base,Used,"118,315 mi.","$2,977",Red,Other,Automatic,FWD
2138,2005 Subaru Outback 2.5XT Limited,Used,"179,391 mi.","$5,990",Black,Beige,Manual,AWD
2139,2014 BMW 328d Base,Used,"114,459 mi.","$10,995",Black,Black,Automatic,RWD
2140,2012 Jeep Liberty Sport,Used,"130,455 mi.","$7,495",Gray,Gray,Automatic,drive
2141,2016 Nissan Leaf S,Used,"27,333 mi.","$10,870",Black,Black,Automatic,FWD
2142,2007 Toyota Prius,Used,"129,000 mi.","$6,495",White,Beige,CVT,FWD
2143,2004 Toyota Prius,Used,"98,000 mi.","$6,495",White,Gray,CVT,FWD
2144,2007 Jeep Wrangler Unlimited X,Used,"149,366 mi.","$10,995",Green,Beige,Manual,drive
2145,2010 Toyota Highlander Base,Used,"173,942 mi.","$8,995",Red,Gray,Automatic,FWD
2146,2009 Audi Q7 3.6,Used,"164,165 mi.","$7,995",Gray,Other,Automatic,AWD
2147,2014 Volkswagen GTI Drivers Edition,Used,"147,217 mi.","$9,995",Gray,Other,Automatic,FWD
2148,2007 Cadillac Escalade ESV,Used,"186,340 mi.","$11,995",Brown,Other,Automatic,AWD
2149,2015 Toyota Corolla LE ECO,Used,"63,201 mi.","$9,750",Silver,Gray,CVT,FWD
2150,2010 Mercedes-Benz GL 450 4MATIC,Used,"177,111 mi.","$9,995",Blue,Gray,Automatic,AWD
2151,2011 Jeep Grand Cherokee Laredo,Used,"140,644 mi.","$9,998",White,Beige,Automatic,drive
2152,2016 Toyota Corolla LE,Used,"140,775 mi.","$8,995",Red,Other,CVT,FWD
2153,1999 Ford F-250 XLT,Used,"91,360 mi.","$8,995",Gold,Beige,Automatic,RWD
2154,2007 Toyota Tacoma PreRunner Access Cab,Used,"108,261 mi.","$12,895",Silver,Gray,Automatic,RWD
2155,2015 Toyota Prius Three,Used,"159,069 mi.","$11,987",Red,Gray,CVT,FWD
2156,2013 Honda CR-V LX,Used,"149,626 mi.","$9,790",Gray,Black,Automatic,AWD
2157,2016 Ford Escape SE,Used,"75,076 mi.","$12,000",Silver,Gray,Automatic,drive
2158,2012 Hyundai Elantra GLS,Used,"87,064 mi.","$9,998",Brown,Beige,Automatic,FWD
2159,2008 Ford Expedition Limited,Used,"147,831 mi.","$9,500",Beige,Other,Automatic,drive
2160,2017 Hyundai Elantra SE,Used,"57,371 mi.","$12,599",Blue,Beige,Automatic,FWD
2161,2017 Ford Fusion SE,Used,"50,736 mi.","$12,998",Blue,Black,Automatic,FWD
2162,2008 Volvo C70 T5,Used,"43,000 mi.","$9,500",Blue,White,Automatic,drive
2163,2007 Subaru Outback 2.5i,Used,"108,384 mi.","$8,500",Blue,Beige,Automatic,AWD
2164,2018 Nissan Versa 1.6 SV,Used,"57,706 mi.","$10,998",Silver,Black,CVT,FWD
2165,2006 Honda Odyssey LX,Used,"131,395 mi.","$6,995",Blue,Other,Automatic,FWD
2166,2011 Honda Pilot Touring,Used,"187,445 mi.","$10,540",White,Black,Automatic,drive
2167,2014 Chevrolet Cruze LS,Used,"49,954 mi.","$10,998",Red,Gray,Automatic,FWD
2168,2017 Volkswagen Jetta 1.4T S,Used,"41,188 mi.","$12,599",White,Black,Manual,FWD
2169,2016 Chevrolet Malibu 1LT,Used,"25,299 mi.","$14,599",Silver,Black,Automatic,FWD
2170,2012 BMW 328 i,Used,"74,527 mi.","$11,900",Gray,White,Automatic,RWD
2171,2012 GMC Acadia Denali,Used,"115,324 mi.","$13,500",White,Black,Automanual,AWD
2172,2011 Ford Focus S,Used,"83,722 mi.","$7,599",Blue,Gray,Manual,FWD
2173,2016 Nissan Versa 1.6 SV,Used,"47,353 mi.","$11,599",Gray,Gray,CVT,FWD
2174,2004 Ford Expedition Eddie Bauer,Used,"168,172 mi.","$6,597",Blue,Gray,Automatic,drive
2175,2016 FIAT 500X Trekking,Used,"41,095 mi.","$13,999",Blue,Black,Automatic,AWD
2176,2007 Honda CR-V EX,Used,"110,517 mi.","$9,388",Blue,Black,Automatic,drive
2177,2017 Toyota Camry SE,Used,"71,216 mi.","$13,999",Silver,Black,Automatic,FWD
2178,2016 Nissan Leaf S,Used,"31,186 mi.","$12,995",Black,Black,Automatic,FWD
2179,2016 Toyota Camry LE,Used,"66,317 mi.","$13,589",Silver,Gray,Automatic,FWD
2180,2018 Kia Soul +,Used,"48,446 mi.","$13,509",Gray,Black,Automatic,FWD
2181,2019 Ford Fiesta SE,Used,"30,077 mi.","$11,539",White,Black,Automatic,FWD
2182,2018 Nissan Versa 1.6 SV,Used,"33,999 mi.","$10,303",Blue,Gray,CVT,FWD
2183,2008 Ford Focus SE,Used,"135,173 mi.","$4,497",Green,Gray,Manual,FWD
2184,2011 Toyota Corolla LE,Used,"95,953 mi.","$8,995",Blue,Gray,Automatic,FWD
2185,2017 Toyota Yaris iA Base,Toyota Certified,"14,656 mi.","$13,667",Gray,Blue,Automatic,FWD
2186,2012 Subaru Outback 3.6R Limited,Used,"128,724 mi.","$11,981",Silver,Black,Automatic,AWD
2187,2012 Audi A3 2.0 TDI Premium,Used,"65,249 mi.","$12,950",Silver,Gray,Automatic,FWD
2188,2010 Toyota RAV4 Limited,Used,"123,788 mi.","$13,998",Silver,Other,Automatic,drive
2189,2011 Audi A3 2.0 TDI Premium Plus,Used,"72,417 mi.","$12,950",Black,Black,Automatic,FWD
2190,2014 Ford Escape Titanium,Used,"124,910 mi.","$9,295",Gray,Black,Automatic,AWD
2191,2013 Ford Escape SE,Used,"114,800 mi.","$6,500",Gray,Gray,Automatic,AWD
2192,2008 Honda Pilot SE,Used,"171,420 mi.","$8,947",Silver,Gray,Automatic,drive
2193,2007 Toyota Tacoma Access Cab,Used,"126,000 mi.","$13,999",Blue,Gray,Manual,drive
2194,2011 Ford Mustang,Used,"74,608 mi.","$10,499",Black,Black,Manual,RWD
2195,2007 Chevrolet HHR LT,Used,"149,520 mi.","$4,990",Silver,Black,Automatic,FWD
2196,2006 Ford Five Hundred Limited,Used,"176,507 mi.","$2,500",Other,Other,CVT,AWD
2197,2018 Mitsubishi Mirage ES,Used,"40,393 mi.","$9,477",Black,Gray,CVT,FWD
2198,2016 Jeep Cherokee Latitude,Used,"115,926 mi.","$10,990",Black,Black,Automatic,drive
2199,2011 Chevrolet Traverse 2LT,Used,"188,943 mi.","$6,495",Red,Black,Automatic,AWD
2200,2017 Nissan Leaf SL,Nissan Certified,"43,914 mi.","$11,911",White,Black,Automatic,FWD
2201,2002 Chevrolet Silverado 2500 LT H/D Crew Cab,Used,"285,080 mi.","$9,991",Silver,Gray,Automatic,drive
2202,2006 Dodge Grand Caravan SXT,Used,"198,251 mi.","$2,495",Silver,Gray,Automatic,FWD
2203,2007 Subaru Impreza WRX Limited,Used,"122,033 mi.","$11,988",Red,Beige,Automatic,AWD
2204,2007 Hyundai Elantra Limited,Used,"227,030 mi.","$3,688",Silver,Gray,Automatic,FWD
2205,2007 Subaru B9 Tribeca,Used,"149,432 mi.","$7,988",Silver,Gray,Automatic,AWD
2206,2006 Chrysler Town & Country Base,Used,"153,875 mi.","$3,495",Blue,Gray,Automatic,FWD
2207,2004 Dodge Ram 2500 SLT Quad Cab,Used,"197,936 mi.","$9,990",Silver,Gray,Unknown,drive
2208,2006 BMW X3 3.0i,Used,"141,102 mi.","$7,995",Blue,Black,Automatic,AWD
2209,2004 Toyota Corolla LE,Used,"113,367 mi.","$5,999",Silver,Gray,Automatic,FWD
2210,2009 INFINITI EX35 Journey,Used,"83,788 mi.","$11,991",Silver,Gray,Automatic,AWD
2211,1994 Cadillac Eldorado Touring,Used,"96,788 mi.","$6,995",Red,Beige,Automatic,FWD
2212,2007 Honda Civic EX,Used,"61,652 mi.","$9,599",Other,Gray,Automatic,FWD
2213,2009 BMW X5 xDrive30i,Used,"80,138 mi.","$11,995",Other,Other,Automatic,AWD
2214,2012 Subaru Impreza 2.0i Sport Premium,Used,"113,536 mi.","$10,900",Silver,Black,Manual,AWD
2215,2018 Nissan Sentra SV,Used,"31,773 mi.","$12,430",Silver,Gray,CVT,FWD
2216,2013 Volkswagen Passat 2.0 TDI SE,Volkswagen Certified,"42,290 mi.","$11,973",White,Beige,Automatic,FWD
2217,2014 Jaguar XF I4 T,Used,"68,000 mi.","$12,900",Silver,Gray,Automatic,RWD
2218,2003 Ford Escape XLT,Used,"234,068 mi.","$2,300",Red,Other,Automatic,drive
2219,2000 Mercedes-Benz SL500 Roadster,Used,"105,281 mi.","$9,400",Silver,Black,Automatic,RWD
2220,2015 Chevrolet Spark EV 2LT,Used,"53,553 mi.","$10,400",Red,Other,Automatic,FWD
2221,2003 Honda Element EX,Used,"159,799 mi.","$7,300",Blue,Black,Automatic,drive
2222,2010 Lincoln Town Car Signature Limited,Used,"176,743 mi.","$4,477",White,Other,Automatic,RWD
2223,2007 Hyundai Tiburon GT,Used,"106,613 mi.","$6,977",Red,Other,Automatic,FWD
2224,2005 Hyundai Tiburon GT V6,Used,"143,609 mi.","$6,977",Blue,Other,Manual,FWD
2225,2006 BMW X3 3.0i,Used,"165,389 mi.","$6,700",Gray,Black,Automatic,AWD
2226,2017 Dodge Journey SE,Used,"23,213 mi.","$12,995",Gray,Black,Automatic,FWD
2227,2017 Nissan Leaf SV,Used,"38,289 mi.","$11,450",Red,Black,Automatic,FWD
2228,2007 Honda Civic LX,Used,"114,482 mi.","$6,995",Red,Other,Automatic,FWD
2229,2011 Toyota Camry LE,Used,"95,170 mi.","$11,995",Gray,Gray,Automatic,FWD
2230,2016 Kia Forte EX,Used,"40,875 mi.","$13,998",Black,Black,Automatic,FWD
2231,2013 Nissan Altima 3.5 SL,Used,"95,796 mi.","$10,995",White,Gray,CVT,FWD
2232,2016 Volkswagen e-Golf SE,Volkswagen Certified,"31,184 mi.","$13,988",Black,Black,Automatic,FWD
2233,2010 Mazda Mazda3 s Sport,Used,"95,608 mi.","$7,845",Silver,Black,Automatic,FWD
2234,2013 Toyota Camry LE,Used,"83,071 mi.","$11,978",Silver,Gray,Automatic,FWD
2235,2014 Ford Explorer XLT,Used,"128,825 mi.","$11,985",Blue,Gray,Automatic,drive
2236,2016 smart ForTwo Passion,Used,"34,058 mi.","$9,688",Brown,Black,Automatic,RWD
2237,1993 Oldsmobile Cutlass Ciera S,Used,"30,000 mi.","$3,000",Blue,Blue,Automatic,FWD
2238,2013 Dodge Avenger SE,Used,"84,000 mi.","$7,700",Black,Black,Automatic,FWD
2239,2007 Honda Accord SE,Used,"190,401 mi.","$5,990",Gray,Gray,Automatic,FWD
2240,2012 RAM 1500 Laramie,Used,"149,761 mi.","$14,990",Black,Gray,Automatic,drive
2241,2017 Ford C-Max Hybrid SE,Used,"33,320 mi.","$13,890",White,Black,CVT,FWD
2242,2004 Ford Expedition Eddie Bauer,Used,"139,149 mi.","$8,488",Green,Beige,Automatic,drive
2243,2005 Honda Pilot EX-L,Used,"127,661 mi.","$6,995",Silver,Gray,Automatic,drive
2244,2008 Cadillac Escalade Base,Used,"122,981 mi.","$14,988",Black,Black,Automatic,AWD
2245,2007 Ford Focus SE,Used,"129,557 mi.","$5,388",White,Gray,Manual,FWD
2246,2009 Chevrolet Impala LT,Used,"93,338 mi.","$5,788",Red,Black,Automatic,FWD
2247,2003 Chevrolet Silverado 1500 LS Extended Cab,Used,"110,797 mi.","$9,595",Green,Black,Automatic,drive
2248,2014 Chevrolet Cruze 2LT,Used,"91,422 mi.","$6,500",Green,Other,Automatic,FWD
2249,2011 BMW 328 i xDrive,Used,"56,662 mi.","$14,998",Black,Gray,Automatic,AWD
2250,2012 Ford Escape XLT,Used,"137,139 mi.","$8,888",Gray,Gray,Automatic,drive
2251,2003 Ford Expedition XLT,Used,"139,359 mi.","$7,988",Silver,Gray,Automatic,drive
2252,2005 Chevrolet Tahoe LT,Used,"210,260 mi.","$8,588",White,Beige,Automatic,drive
2253,2006 Hummer H3,Used,"165,323 mi.","$8,477",Blue,Other,Automatic,drive
2254,2010 BMW X3 xDrive30i,Used,"107,384 mi.","$8,991",Blue,Beige,Automatic,AWD
2255,2017 Volkswagen Jetta 1.4T S,Used,"58,431 mi.","$11,998",Blue,Black,Automatic,FWD
2256,1998 Dodge Grand Caravan Sport,Used,"170,002 mi.",$450,Blue,Gray,Automatic,FWD
2257,2001 Lexus LX 470,Used,"259,721 mi.","$9,913",Beige,White,Automatic,drive
2258,2008 Toyota Yaris,Used,"142,724 mi.","$4,995",Red,Black,Automatic,FWD
2259,2010 Mazda Mazda3 i Touring,Used,"104,299 mi.","$7,670",Black,Black,Automatic,FWD
2260,2020 Nissan Versa 1.6 SV,Nissan Certified,5 mi.,"$14,999",Black,Gray,CVT,FWD
2261,1998 Mazda Protege DX,Used,"150,302 mi.","$2,490",White,Other,Manual,FWD
2262,2003 Ford F-250 Lariat,Used,"125,525 mi.","$11,995",Gray,Gray,Automatic,drive
2263,2007 Hyundai Santa Fe GLS,Used,"194,637 mi.","$4,995",Green,Beige,Automatic,FWD
2264,2013 Subaru Outback 2.5i Limited,Used,"110,031 mi.","$13,900",Black,Brown,CVT,AWD
2265,2005 Ford Thunderbird,Used,"126,319 mi.","$8,977",Blue,Other,Automatic,RWD
2266,2014 Subaru Outback 2.5i Premium,Used,"109,206 mi.","$14,997",Gray,Black,CVT,AWD
2267,2015 Honda Accord EX-L,Used,"74,251 mi.","$14,995",Black,Black,CVT,FWD
2268,2013 Ford Escape SEL,Used,"90,616 mi.","$11,890",Silver,Gray,Automatic,drive
2269,2012 Suzuki Grand Vitara Premium,Used,"107,570 mi.","$7,488",Blue,Silver,Automatic,drive
2270,2010 Toyota Prius III,Used,"86,413 mi.","$8,995",White,Beige,CVT,FWD
2271,2002 Subaru Legacy,Used,"112,743 mi.","$6,588",Other,Beige,Automatic,AWD
2272,2008 Toyota Yaris,Used,"120,426 mi.","$3,995",Red,Gray,Manual,FWD
2273,2016 Volkswagen e-Golf SE,Used,"22,979 mi.","$12,577",Silver,Black,Automatic,FWD
2274,2005 Scion tC,Used,"176,246 mi.","$4,690",Silver,Gray,Automatic,FWD
2275,2017 Toyota Corolla SE,Toyota Certified,"42,107 mi.","$14,997",Silver,Black,CVT,FWD
2276,2009 Jeep Patriot Sport,Used,"113,400 mi.","$5,999",Gray,Black,CVT,drive
2277,2005 Honda Element EX,Used,"146,693 mi.","$7,995",Gray,Gray,Automatic,drive
2278,2013 Toyota Prius Two,Used,"81,108 mi.","$11,997",Silver,Gray,CVT,FWD
2279,2002 Ford F-150 XLT SuperCab,Used,"132,856 mi.","$5,995",White,Gray,Automatic,RWD
2280,2019 Kia Forte LXS,Used,"36,548 mi.","$13,260",Blue,Black,CVT,FWD
2281,2004 Ford Expedition Eddie Bauer,Used,"113,442 mi.","$7,888",Other,Other,Automatic,drive
2282,1990 Ford Escort LX,Used,"104,000 mi.","$1,499",Brown,Beige,Manual,FWD
2283,2014 Ford Escape SE,Used,"123,000 mi.","$8,995",Silver,Gray,Automatic,drive
2284,2015 Jeep Cherokee Latitude,Used,"92,737 mi.","$11,990",Blue,Black,Automatic,drive
2285,2001 Toyota Tundra Limited,Used,"156,773 mi.","$13,990",Gray,Beige,Automatic,drive
2286,2020 Nissan Versa 1.6 SV,Nissan Certified,5 mi.,"$14,999",Silver,Gray,CVT,FWD
2287,2013 Honda CR-V EX,Used,"112,877 mi.","$11,986",Gray,Other,Automatic,AWD
2288,2004 Toyota Sienna CE,Used,"152,732 mi.","$5,995",Gray,Gray,Automatic,FWD
2289,2008 Scion xB,Used,"143,904 mi.","$4,950",Other,Other,Manual,FWD
2290,2014 Chevrolet Silverado 1500 Work Truck,Used,"98,527 mi.","$13,495",White,Gray,Automatic,drive
2291,2013 Volkswagen Passat 2.0 TDI SE,Volkswagen Certified,"49,842 mi.","$11,735",Gray,Other,Automatic,FWD
2292,2000 Chrysler Cirrus LX,Used,"165,747 mi.","$1,950",Green,Gray,Automatic,FWD
2293,2006 Ford Mustang GT,Used,"78,964 mi.","$10,995",Black,Gray,Automatic,RWD
2294,2018 Toyota Corolla LE,Used,"14,773 mi.","$14,988",Black,Other,CVT,FWD
2295,2008 Ford Escape XLT,Used,"158,939 mi.","$7,488",Silver,Gray,Automatic,drive
2296,2006 Dodge Ram 3500 SLT,Used,"257,457 mi.","$13,988",Red,Gray,Automatic,drive
2297,2013 Audi allroad 2.0T Prestige quattro,Used,"99,503 mi.","$14,974",Black,Black,Automatic,AWD
2298,2015 Mazda Mazda3 i Sport,Used,"27,710 mi.","$14,998",Gray,Black,Automatic,FWD
2299,2007 Nissan Versa S,Used,"101,092 mi.","$4,995",Black,Black,Automatic,FWD
2300,2008 Toyota Corolla LE,Used,"129,350 mi.","$6,991",Gray,Gray,Automatic,FWD
2301,2014 Honda CR-V EX-L w/Navigation,Used,"105,000 mi.","$13,400",Gray,Other,Automatic,FWD
2302,2007 Cadillac Escalade,Used,"167,428 mi.","$11,995",Silver,Black,Automatic,AWD
2303,2013 Chevrolet Impala LS,Used,"67,018 mi.","$7,995",White,Black,Automatic,FWD
2304,2009 Chevrolet HHR LT,Used,"158,063 mi.","$4,977",White,Gray,Automatic,FWD
2305,2006 Ford Focus ZX4 ST,Used,"154,955 mi.","$3,450",Red,Black,Manual,FWD
2306,2013 Volkswagen Passat 2.0 TDI SE,Volkswagen Certified,"45,377 mi.","$12,488",White,Beige,Automatic,FWD
2307,2013 Hyundai Elantra GLS,Used,"89,745 mi.","$9,998",Brown,Beige,Automatic,FWD
2308,2007 Hyundai Santa Fe SE,Used,"145,647 mi.","$6,995",Blue,Gray,Automatic,AWD
2309,2004 Dodge Ram 1500 SLT/Laramie Quad Cab,Used,"187,991 mi.","$8,988",Black,Gray,Automatic,drive
2310,2019 Mitsubishi Outlander Sport SE 2.0,Used,"23,678 mi.","$14,980",Gray,Black,CVT,FWD
2311,2014 Nissan Rogue Select S,Used,"47,473 mi.","$11,290",Silver,Black,CVT,AWD
2312,2012 Nissan Leaf SL,Used,"35,475 mi.","$8,988",White,Other,Automatic,FWD
2313,2005 Acura TL 3.2,Used,"148,546 mi.","$7,488",Silver,Black,Automatic,FWD
2314,2007 Toyota Camry Hybrid,Used,"120,634 mi.","$8,999",Silver,Gray,CVT,FWD
2315,2007 Honda Element SC,Used,"144,817 mi.","$7,995",Gray,Black,Automatic,FWD
2316,2012 Volkswagen Tiguan SE,Used,"87,708 mi.","$10,995",White,Black,Automatic,AWD
2317,1999 Chevrolet Tahoe,Used,"122,201 mi.","$5,988",Gold,Beige,Automatic,drive
2318,2004 Toyota Sequoia Limited,Used,"190,199 mi.","$9,995",Silver,Gray,Automatic,drive
2319,2016 Chevrolet Cruze LT Automatic,Used,"53,633 mi.","$11,998",Silver,Black,Automatic,FWD
2320,2011 Toyota Camry XLE,Used,"88,000 mi.","$11,000",Gray,Gray,Automatic,drive
2321,2013 Volkswagen Passat 2.0 TDI SEL Premium,Volkswagen Certified,"49,126 mi.","$12,988",Black,Black,Automatic,FWD
2322,2012 Chevrolet Camaro 1LT,Used,"67,000 mi.","$14,995",Yellow,Black,Automatic,RWD
2323,2005 Pontiac Bonneville GXP,Used,"107,385 mi.","$7,495",White,Beige,Automatic,FWD
2324,2015 Nissan Rogue Select S,Used,"112,577 mi.","$9,995",Black,Black,CVT,AWD
2325,2017 Ford Focus SEL,Used,"23,226 mi.","$13,995",Red,Other,Automatic,FWD
2326,2006 Honda Element EX,Used,"132,001 mi.","$10,136",Gray,Blue,Automatic,drive
2327,2019 Chevrolet Cruze LS,Used,"33,317 mi.","$13,817",Silver,Black,Automatic,FWD
2328,2002 Volkswagen Passat GLX V6 4Motion,Used,"85,000 mi.","$3,500",Gray,Black,Automanual,AWD
2329,2009 Honda Fit,Used,"123,000 mi.","$6,995",Blue,Black,Automatic,FWD
2330,2012 Chevrolet Equinox 2LT,Used,"126,362 mi.","$8,895",Black,Black,Automatic,AWD
2331,2007 Chevrolet Tahoe LS,Used,"195,976 mi.","$7,991",Other,Black,Automatic,RWD
2332,2017 Volkswagen Golf TSI Wolfsburg Edition 4-Door,Used,"53,468 mi.","$13,998",Red,Black,Automatic,FWD
2333,2012 BMW X5 xDrive35d,Used,"111,881 mi.","$11,995",Black,White,Automatic,AWD
2334,2004 Volvo XC90 T6,Used,"143,607 mi.","$7,777",Gold,Beige,Automatic,AWD
2335,2008 BMW 535 i,Used,"160,000 mi.","$5,300",Gray,Other,Automatic,RWD
2336,1999 Toyota Camry LE V6,Used,"137,428 mi.","$4,500",Gold,Beige,Manual,FWD
2337,2006 Nissan Pathfinder SE Off-Road,Used,"173,309 mi.","$7,388",Silver,Gray,Automatic,drive
2338,2008 Ford Escape XLT,Used,"202,873 mi.","$4,788",Brown,Gray,Automatic,FWD
2339,2015 Kia Forte LX,Used,"36,412 mi.","$11,998",White,Gray,Automatic,FWD
2340,2008 Hyundai Accent GS,Used,"113,902 mi.","$3,990",Black,Black,Manual,FWD
2341,2017 Kia Optima LX,Used,"28,386 mi.","$13,990",White,Black,Automatic,FWD
