,Name,Stocktype,Mileage (Miles),Price,Ext_color,Int_color,Transmission,Drivetrain
590,2013 Chevrolet Malibu 1LZ,Used,"97,053 mi.","$7,990",Silver,Black,Automatic,FWD
591,2002 Lexus ES 300,Used,"176,246 mi.","$3,000",Silver,Other,Automatic,FWD
592,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Volkswagen Certified,"69,147 mi.","$9,990",Black,Beige,Manual,FWD
593,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Used,"21,912 mi.","$13,990",Silver,Black,Manual,FWD
594,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Volkswagen Certified,"46,547 mi.","$10,990",Silver,Black,Manual,FWD
595,2014 Volkswagen Jetta DSG TDI w/Premium/Nav,Volkswagen Certified,"45,398 mi.","$11,990",Black,Beige,Automatic,FWD
596,2016 Nissan Altima 2.5 S,Used,"64,111 mi.","$10,990",Red,Gray,CVT,FWD
597,2014 Volkswagen Passat 2.0L TDI DSG SEL Premium,Used,"75,683 mi.","$11,990",Gray,Black,Automatic,FWD
598,2013 Ford Explorer XLT,Used,"101,774 mi.","$12,990",Gray,Other,Automatic,drive
599,2016 Hyundai Accent SE,Used,"50,821 mi.","$10,998",Silver,Gray,Automatic,FWD
600,2018 Ford Focus SE,Used,"10,041 mi.","$13,524",Black,Black,Automatic,FWD
601,2015 Subaru Forester 2.5i Limited,Used,"15,558 mi.","$13,991",Silver,Gray,CVT,AWD
602,2012 Ford Flex SEL,Used,"58,454 mi.","$11,991",White,Black,Automatic,AWD
603,2008 Subaru Outback,Used,"139,543 mi.","$5,991",Silver,Black,Automatic,AWD
604,2008 Subaru Outback 2.5i Limited,Used,"132,068 mi.","$6,991",Gray,Black,Automatic,AWD
605,2006 MINI Cooper S,Used,"110,076 mi.","$3,995",White,Black,Automatic,FWD
606,2019 Hyundai Veloster 2.0 Premium,Used,"27,260 mi.","$14,999",Gray,Black,Automatic,FWD
607,2015 Hyundai Sonata SE,Used,"91,197 mi.","$9,606",Blue,Gray,Automatic,FWD
608,2003 INFINITI FX35,Used,"147,698 mi.","$5,995",Silver,Gray,Automatic,AWD
609,2013 Ford Taurus SEL,Used,"134,063 mi.","$9,988",White,Black,Automatic,AWD
610,2018 Nissan Versa 1.6 SV,Used,"35,824 mi.","$10,682",Blue,Gray,CVT,FWD
611,2011 Ford Escape XLT,Used,"212,872 mi.","$5,688",Blue,Black,Automatic,FWD
612,2006 Nissan Murano S,Used,"95,699 mi.","$7,995",Red,Gray,CVT,AWD
613,2010 Volkswagen Golf 2-Door,Used,"103,365 mi.","$7,788",Gray,Gray,Manual,FWD
614,2019 Hyundai Accent SE,Used,"26,051 mi.","$12,304",Gray,Black,Automatic,FWD
615,2018 Ford Fusion SE,Used,"74,324 mi.","$13,999",Silver,Gray,Automatic,FWD
616,2014 Ford Fusion SE,Used,"99,621 mi.","$10,988",Black,Black,Automatic,FWD
617,2019 Hyundai Accent SE,Used,"25,255 mi.","$12,334",Silver,Black,Automatic,FWD
618,2018 Hyundai Elantra SEL,Used,"64,153 mi.","$12,988",Silver,Gray,Automatic,FWD
619,2018 Chevrolet Malibu LT,Used,"45,274 mi.","$13,392",Silver,Black,Automatic,FWD
620,2016 Mazda Mazda3 i Grand Touring,Used,"62,991 mi.","$13,988",Black,Black,Automatic,FWD
621,2008 GMC Yukon XL 1500 Denali,Used,"153,285 mi.","$13,488",Gray,Black,Automatic,AWD
622,2009 Hyundai Sonata GLS,Used,"206,615 mi.","$3,988",Black,Gray,Automatic,FWD
623,2004 Lexus RX 330,Used,"70,028 mi.","$10,900",Beige,Beige,Automatic,FWD
624,2008 Toyota Highlander Limited,Used,"130,492 mi.","$10,990",White,Gray,Automatic,AWD
625,2007 Kia Sportage EX,Used,"100,188 mi.","$5,995",Green,Beige,Automatic,drive
626,2015 Chrysler 200 S,Used,"61,421 mi.","$10,775",White,Black,Automatic,FWD
627,2016 Mazda Mazda6 i Touring,Used,"87,737 mi.","$11,475",White,Black,Automatic,FWD
628,2008 Mazda Mazda5 Sport,Used,"99,223 mi.","$5,990",Silver,Black,Automatic,FWD
629,2015 Chrysler 200 S,Used,"71,011 mi.","$10,990",Black,Black,Automatic,FWD
630,2016 Jeep Patriot Sport,Used,"89,141 mi.","$9,475",Silver,Gray,Automatic,FWD
631,2012 BMW 328 i,Used,"50,735 mi.","$13,995",Blue,Brown,Automatic,RWD
632,2017 Kia Forte LX,Used,"29,000 mi.","$11,800",Black,Gray,Automatic,FWD
633,2009 Toyota Matrix S,Used,"98,760 mi.","$10,998",White,Gray,Automatic,AWD
634,2018 Nissan Sentra S,Used,"39,242 mi.","$14,980",Blue,Gray,CVT,FWD
635,2019 Chevrolet Trax LS,Used,"11,806 mi.","$14,200",Black,Black,Automatic,FWD
636,2013 Ford Focus SE,Used,"92,958 mi.","$5,991",Red,Black,Automatic,FWD
637,2012 Dodge Caliber SXT,Used,"89,535 mi.","$5,999",Silver,Gray,CVT,FWD
638,2015 Chevrolet Equinox 1LT,Used,"60,342 mi.","$14,900",Blue,Black,Automatic,AWD
639,2014 Nissan Maxima SV,Used,"48,465 mi.","$13,950",Black,Brown,CVT,FWD
640,2017 Jeep Patriot Sport,Used,"54,985 mi.","$11,382",Other,Other,Automatic,FWD
641,2014 BMW i3 Base w/Range Extender,Used,"49,546 mi.","$14,999",White,Other,Automatic,RWD
642,2018 FIAT 500 Lounge,Used,"2,914 mi.","$12,500",White,Black,Automatic,FWD
643,2019 Hyundai Accent SE,Used,"39,863 mi.","$14,270",White,Black,Automatic,FWD
644,2015 Kia Soul +,Used,"36,635 mi.","$11,888",Other,Black,Automatic,FWD
645,2002 Porsche Boxster S,Used,"54,184 mi.","$14,460",Other,Other,Manual,RWD
646,2017 Kia Forte EX,Used,"26,250 mi.","$11,888",Black,Gray,Automatic,FWD
647,2017 Dodge Grand Caravan SE,Used,"43,088 mi.","$14,888",Red,Other,Automatic,FWD
648,2012 Toyota Highlander SE,Used,"117,990 mi.","$13,995",Silver,Gray,Automatic,AWD
649,2005 Volvo XC90 V8,Used,"83,686 mi.","$6,995",Black,Black,Automatic,AWD
650,2016 Nissan Pathfinder SV,Used,"81,444 mi.","$13,995",White,Gray,CVT,FWD
651,2017 Chevrolet Malibu 1LS,Chevrolet Certified,"60,771 mi.","$12,997",Black,Black,Automatic,FWD
652,2006 BMW 330 i,Used,"53,992 mi.","$8,995",Gray,Black,Automatic,RWD
653,2003 Hummer H2,Used,"174,294 mi.","$13,495",Gray,Black,Automatic,drive
654,2010 Jeep Wrangler Unlimited Sport,Used,"106,413 mi.","$14,995",White,Black,Manual,drive
655,2013 Honda Fit Sport,Used,"53,117 mi.","$10,995",Black,Black,Automatic,FWD
656,2012 Toyota Camry LE,Used,"114,626 mi.","$7,894",Gray,Other,Automatic,FWD
657,2016 Ford Fusion SE,Used,"74,900 mi.","$10,495",Gray,Black,Automatic,FWD
658,2010 Toyota Highlander Hybrid Limited,Used,"128,534 mi.","$14,994",Green,Beige,CVT,AWD
659,2010 Subaru Forester 2.5X Premium,Used,"51,977 mi.","$10,995",Red,Gray,Automatic,AWD
660,2011 Ford E350 Super Duty XL,Used,"97,250 mi.","$12,995",White,Gray,Automatic,RWD
661,2016 Toyota Corolla LE,Used,"73,997 mi.","$10,995",Gray,Other,CVT,FWD
662,2017 MINI Hardtop Cooper,Used,"44,709 mi.","$14,990",White,Black,Unknown,FWD
663,2012 Scion tC Base,Used,"75,966 mi.","$8,990",Silver,Gray,Manual,FWD
664,2015 Kia Optima LX,Used,"78,705 mi.","$11,995",Black,Other,Automatic,FWD
665,2009 Mercedes-Benz ML 550 4MATIC,Used,"166,948 mi.","$7,995",Black,Other,Automatic,AWD
666,2016 Honda Fit LX,Used,"35,287 mi.","$13,990",Red,Black,CVT,FWD
667,2014 Mazda Mazda6 i Sport,Used,"79,540 mi.","$9,999",White,Black,Automatic,FWD
668,2010 Toyota Corolla S,Used,"124,235 mi.","$7,600",Black,Black,Automatic,FWD
669,2018 Ford Focus SE,Used,"27,984 mi.","$13,683",Silver,Other,Automatic,FWD
670,2016 Chrysler 200 S,Used,"71,031 mi.","$9,893",Gray,Other,Automatic,FWD
671,2003 Chevrolet Silverado 2500 LS H/D Crew Cab,Used,"187,468 mi.","$14,990",White,Gray,Automatic,drive
672,2011 Hyundai Sonata SE,Used,"71,826 mi.","$8,995",Blue,Gray,Automatic,FWD
673,2012 Kia Optima SX,Used,"126,000 mi.","$8,990",Gray,Black,Automatic,FWD
674,2017 FIAT 500e Battery Electric,Used,"29,624 mi.","$7,990",Silver,Black,Automatic,FWD
675,2016 Kia Forte LX,Used,"38,942 mi.","$10,503",White,Black,Automatic,FWD
676,2010 BMW 328 i xDrive,Used,"67,487 mi.","$10,100",Green,Black,Automatic,AWD
677,2014 Volkswagen Passat 2.0L TDI DSG SEL Premium,Used,"41,777 mi.","$12,600",Blue,Black,Automatic,FWD
678,2014 Volkswagen Jetta SportWagen 2.0T SE 4-Door,Used,"108,642 mi.","$8,795",Silver,Black,Automatic,FWD
679,2019 Nissan Versa 1.6 SV,Used,"33,478 mi.","$10,985",Blue,Gray,Automatic,FWD
680,2016 Volkswagen Tiguan S,Used,"64,109 mi.","$12,950",Blue,Black,Automatic,FWD
681,2016 MINI Hardtop Cooper,Used,"31,145 mi.","$13,988",White,Black,Automatic,FWD
682,2012 Audi A3 2.0 TDI Premium,Used,"53,012 mi.","$12,688",White,Beige,Automatic,FWD
683,2006 Honda Civic EX,Used,"137,000 mi.","$6,000",Beige,Beige,Automatic,FWD
684,2016 Chevrolet Equinox LT,Used,"66,886 mi.","$14,000",Blue,Black,Automatic,AWD
685,2014 Volkswagen Passat 2.0L TDI DSG SEL Premium,Used,"75,350 mi.","$9,990",White,Beige,Automatic,FWD
686,2013 Volkswagen Passat 2.0 TDI SEL Premium,Used,"37,996 mi.","$11,990",White,Beige,Automatic,FWD
687,2014 Volkswagen Jetta DSG TDI w/Premium,Volkswagen Certified,"38,234 mi.","$12,990",Black,Black,Automatic,FWD
688,2014 Buick LaCrosse Leather,Used,"95,386 mi.","$10,477",Blue,Black,Automatic,FWD
689,2012 Volkswagen Passat 2.0 TDI SE,Used,"81,939 mi.","$9,990",Red,Black,Manual,FWD
690,2015 Toyota Prius c Two,Used,"69,493 mi.","$12,377",Blue,Blue,CVT,FWD
691,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Volkswagen Certified,"34,621 mi.","$13,990",Silver,Black,Manual,FWD
692,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Volkswagen Certified,"62,622 mi.","$10,990",White,Beige,Manual,FWD
693,2007 Toyota Matrix XR,Used,"74,459 mi.","$8,777",Blue,Gray,Automatic,FWD
694,2006 Volkswagen Jetta TDI,Used,"163,449 mi.","$4,990",Other,Other,Automatic,FWD
695,2019 Ford Fiesta SE,Used,"28,442 mi.","$11,690",White,Other,Automatic,FWD
696,2009 Dodge Nitro SLT,Used,"153,409 mi.","$6,995",Black,Black,Automatic,drive
697,2018 FIAT 500 Lounge,Used,"4,333 mi.","$13,599",White,Black,Automatic,FWD
698,2012 Hyundai Accent GLS,Used,"62,139 mi.","$10,599",Red,Gray,Automatic,FWD
699,2012 Chevrolet Sonic LTZ,Used,"135,324 mi.","$5,995",Silver,Black,Automatic,FWD
700,2012 Subaru Impreza WRX,Used,"86,803 mi.","$13,991",Silver,Black,Manual,AWD
701,2005 BMW 325 xiT,Used,"116,896 mi.","$7,991",Gray,Black,Manual,AWD
702,2018 Subaru Impreza 2.0i Premium,Used,"5,588 mi.","$12,991",Gray,Black,CVT,AWD
703,2001 Honda Accord EX,Used,"137,250 mi.","$2,777",Blue,Gray,Automatic,FWD
704,2000 BMW X5 4.4i,Used,"137,761 mi.","$2,995",Blue,Gray,Automatic,AWD
705,2008 Volkswagen R32,Used,"69,342 mi.","$14,991",Gray,Black,Automatic,AWD
706,2015 Hyundai Sonata ECO,Used,"72,476 mi.","$10,999",Black,Beige,Automatic,FWD
707,2019 Hyundai Accent SE,Used,"34,149 mi.","$11,987",Gray,Black,Automatic,FWD
708,2019 Hyundai Accent SE,Used,"21,525 mi.","$12,900",Gray,Black,Automatic,FWD
709,2014 Toyota Corolla LE,Used,"82,593 mi.","$11,988",Silver,Gray,CVT,FWD
710,2019 Nissan Sentra S,Used,"17,241 mi.","$13,984",Blue,Black,CVT,FWD
711,2006 Ford F-150 XLT SuperCrew,Used,"205,750 mi.","$5,988",Blue,Gray,Automatic,RWD
712,2011 Honda Fit Sport w/ Navigation,Used,"125,128 mi.","$6,988",Blue,Gray,Automatic,FWD
713,2010 Chevrolet Cobalt LT,Used,"109,641 mi.","$4,995",Black,Gray,Automatic,FWD
714,2015 Chevrolet Equinox LS,Used,"98,606 mi.","$10,988",White,Black,Automatic,FWD
715,2017 Volkswagen Tiguan 2.0T S,Used,"51,490 mi.","$13,959",Blue,Beige,Automatic,AWD
716,2007 Ford Freestyle SEL,Used,"116,116 mi.","$4,995",Gold,Gray,CVT,AWD
717,2019 Nissan Sentra S,Used,"25,667 mi.","$13,599",Blue,Black,CVT,FWD
718,2000 Honda Passport EX,Used,"205,957 mi.","$2,988",Green,Beige,Automatic,drive
719,2010 Dodge Grand Caravan SE,Used,"122,040 mi.","$7,988",Gray,Black,Automatic,FWD
720,2018 Chevrolet Malibu LT,Used,"34,136 mi.","$14,417",Silver,Black,Automatic,FWD
721,2013 Honda Fit Base,Used,"171,134 mi.","$5,995",Black,Gray,Manual,FWD
722,2019 Hyundai Accent SE,Used,"25,546 mi.","$12,321",Beige,Black,Automatic,FWD
723,2009 Chevrolet Malibu LS,Used,"118,077 mi.","$4,995",Black,Gray,Automatic,FWD
724,2018 Kia Soul +,Used,"42,295 mi.","$13,467",White,Black,Automatic,FWD
725,2019 Volkswagen Jetta 1.4T S,Used,"11,427 mi.","$14,989",White,Black,Automatic,FWD
726,2011 Ford Taurus Limited,Used,"146,831 mi.","$7,995",Other,Other,Automatic,FWD
727,2003 Mercury Mountaineer,Used,"109,317 mi.","$3,995",Silver,Gray,Automatic,AWD
728,2014 Volkswagen Jetta SportWagen TDI,Used,"108,790 mi.","$10,000",White,Beige,Automatic,FWD
729,2013 Mercedes-Benz C 250,Used,"88,291 mi.","$9,990",Black,Black,Automatic,RWD
730,2012 Chevrolet Malibu LTZ,Used,"76,339 mi.","$11,998",Silver,Black,Automatic,FWD
731,2011 Chrysler 200 Limited,Used,"43,010 mi.","$8,499",White,Black,Automatic,FWD
732,2015 Chevrolet Spark LS,Used,"43,743 mi.","$9,998",Blue,Black,Manual,FWD
733,2017 Ford Escape SE,Used,"28,000 mi.","$14,189",Silver,Other,Automatic,FWD
734,2008 Acura TL - FULLY LOADED!!!-- ALL TRADES WELCOME!,Used,"53,000 mi.","$9,700",Black,Black,Automatic,FWD
735,2017 Ford Fusion Energi Titanium,Used,"69,382 mi.","$13,700",Silver,Gray,CVT,FWD
736,2012 Chrysler 300 Limited,Used,"96,464 mi.","$9,494",White,Black,Automatic,RWD
737,2014 Nissan Rogue S,Used,"109,418 mi.","$7,950",White,Gray,CVT,FWD
738,2018 FIAT 500 Lounge,Used,"3,746 mi.","$12,500",White,Black,Automatic,FWD
739,2015 Toyota Prius c Two,Used,"56,192 mi.","$12,998",Silver,Black,CVT,FWD
740,2012 Chevrolet Equinox 1LT,Used,"95,821 mi.","$10,999",Blue,Black,Automatic,AWD
741,2018 Nissan Versa S,Used,"12,068 mi.","$11,460",White,Other,Manual,FWD
742,2016 Jeep Patriot Sport,Used,"30,874 mi.","$12,888",Other,Other,Automatic,FWD
743,2006 Suzuki XL7 Premium,Used,"112,688 mi.","$6,995",Silver,Beige,Automatic,drive
744,2019 Kia Soul Base,Used,"46,007 mi.","$12,290",White,Black,Automatic,FWD
745,2013 Honda Accord EX-L,Used,"94,028 mi.","$12,906",Red,Beige,CVT,FWD
746,2007 Nissan Altima 2.5 S,Used,"80,427 mi.","$5,995",Beige,Beige,CVT,FWD
747,2020 Mitsubishi Mirage G4 ES,New,NA,"$14,777",Red,Other,Unknown,FWD
748,2015 RAM 1500 Tradesman/Express,Used,"119,070 mi.","$14,995",Red,Gray,Automatic,drive
749,2019 Nissan Sentra S,Used,"18,583 mi.","$14,997",Gray,Gray,CVT,FWD
750,2019 Nissan Sentra S,Used,"20,163 mi.","$14,734",White,Gray,CVT,FWD
751,2010 Subaru Forester 2.5X Premium,Used,"69,616 mi.","$11,995",Silver,Gray,Automatic,AWD
752,2013 Volkswagen Tiguan SEL,Used,"73,510 mi.","$10,995",Gray,Gray,Automatic,FWD
753,2014 Volkswagen Passat 2.0L TDI SE,Volkswagen Certified,"60,068 mi.","$10,990",Gray,Black,Automatic,FWD
754,2015 Chrysler Town & Country Touring,Used,"120,388 mi.","$9,995",Black,Other,Automatic,FWD
755,2008 Dodge Ram 2500 SLT,Used,"173,679 mi.","$10,995",White,Other,Automatic,drive
756,2015 Volkswagen Golf TSI S 4-Door,Used,"59,447 mi.","$10,990",Red,Black,Automatic,FWD
757,2015 Hyundai Sonata Limited,Used,"70,803 mi.","$11,290",Silver,Gray,Automatic,FWD
758,2017 Hyundai Sonata Base,Used,"74,250 mi.","$9,790",Silver,Gray,Automatic,FWD
759,2013 BMW 528 i xDrive,Used,"77,808 mi.","$13,500",Silver,Black,Automatic,AWD
760,2013 Ford Fusion SE,Used,"112,606 mi.","$8,677",Red,Other,Automatic,FWD
761,2014 Toyota Corolla LE,Used,"62,875 mi.","$9,990",Silver,White,CVT,FWD
762,2010 Volvo XC60 T6,Used,"87,755 mi.","$10,677",Black,Other,Automatic,AWD
763,2016 Ford Escape S,Used,"46,537 mi.","$13,377",White,Other,Automatic,FWD
764,2013 Ford Flex SEL,Used,"98,891 mi.","$11,400",Green,Other,Automatic,AWD
765,2007 Toyota Camry SE,Used,"148,356 mi.","$6,520",Black,Gray,Automatic,FWD
766,2011 Subaru Legacy 2.5i,Used,"156,000 mi.","$6,500",White,Beige,CVT,AWD
767,2007 Subaru Outback 2.5i,Used,"124,950 mi.","$7,866",Gold,Beige,Automatic,AWD
768,2014 Subaru Impreza 2.0i Sport Premium,Used,"62,692 mi.","$13,171",Silver,Black,CVT,AWD
769,2009 Mercedes-Benz CLK 350,Used,"104,541 mi.","$9,987",Black,Black,Automatic,RWD
770,2009 Hyundai Elantra SE,Used,"133,044 mi.","$4,995",Gray,Gray,Automatic,FWD
771,2014 Chevrolet Camaro 2LS,Used,"102,924 mi.","$12,997",Black,Black,Automatic,RWD
772,2007 INFINITI G35x Base,Used,"96,969 mi.","$7,745",Blue,Gray,Automatic,AWD
773,2018 Ford Taurus Limited,Used,"40,067 mi.","$14,665",Silver,Black,Automatic,FWD
774,2013 Toyota Prius c One,Used,"76,269 mi.","$13,995",Orange,Gray,CVT,FWD
775,2017 Nissan Sentra SR Turbo,Used,"68,559 mi.","$14,999",White,Gray,CVT,FWD
776,2017 Hyundai Santa Fe Sport 2.4L,Used,"58,880 mi.","$13,990",Gray,Gray,Automatic,FWD
777,2017 smart ForTwo Electric Drive Passion,Used,"15,896 mi.","$13,300",Black,Gray,Automatic,RWD
778,2009 Toyota Venza,Used,"86,226 mi.","$9,984",Silver,Gray,Automatic,FWD
779,2011 Volkswagen Jetta SportWagen TDI,Used,"65,848 mi.","$11,680",Silver,Black,Manual,FWD
780,2017 Jeep Patriot Sport,Used,"38,289 mi.","$11,964",Black,Other,CVT,FWD
781,2010 Hyundai Santa Fe GLS,Used,"86,198 mi.","$8,444",Green,Gray,Automatic,FWD
782,2016 Kia Sorento LX,Used,"66,585 mi.","$14,987",Blue,Black,Automatic,FWD
783,2016 Hyundai Sonata SE,Used,"74,860 mi.","$11,000",Red,Gray,Automatic,FWD
784,2014 Volkswagen Passat 2.0L TDI DSG SEL Premium,Used,"76,678 mi.","$10,490",Gray,Black,Automatic,FWD
785,2016 Chrysler Town & Country Touring,Used,"56,915 mi.","$14,990",White,Black,Automatic,FWD
786,2012 Ford Fusion SE,Used,"95,880 mi.","$7,990",Other,Other,Automatic,FWD
787,2013 Volkswagen Jetta TDI,Volkswagen Certified,"28,642 mi.","$12,990",Black,Beige,Automatic,FWD
788,2013 Volkswagen Jetta TDI,Used,"73,934 mi.","$8,990",Silver,Black,Automatic,FWD
789,2017 Nissan Altima 2.5 SV,Used,"60,924 mi.","$11,990",Gray,Gray,CVT,FWD
790,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Used,"82,389 mi.","$9,990",Black,Black,Manual,FWD
791,2012 Ford Edge Sport,Used,"81,657 mi.","$13,990",White,Other,Automatic,AWD
792,2014 Volkswagen Passat 2.0L TDI DSG SE w/Sunroof,Used,"35,182 mi.","$11,990",Silver,Black,Manual,FWD
793,2012 Chevrolet Sonic 2LZ,Used,"108,068 mi.","$5,990",Silver,Black,Automatic,FWD
794,2018 Nissan Sentra SV,Used,"64,669 mi.","$10,790",Silver,Gray,CVT,FWD
795,2018 Chevrolet Impala 1LT,Used,"38,586 mi.","$14,998",Silver,Gray,Automatic,FWD
796,2012 Chevrolet Cruze 2LT,Used,"136,461 mi.","$6,995",Blue,Black,Automatic,FWD
797,2009 Chevrolet Malibu LS Fleet,Used,"162,834 mi.","$4,995",Black,Black,Automatic,FWD
798,2018 Nissan Altima 2.5 SV,Used,"42,504 mi.","$13,390",Gray,Gray,CVT,FWD
799,2017 Chevrolet Malibu 1LT,Used,"39,792 mi.","$13,998",White,Gray,Automatic,FWD
800,2008 Toyota Prius Base,Used,"154,860 mi.","$4,991",Gray,Beige,CVT,FWD
801,2015 Subaru Forester 2.5i,Used,"34,979 mi.","$11,888",Silver,Gray,CVT,AWD
802,2010 Honda Accord EX-L,Used,"112,130 mi.","$9,888",Red,Black,Automatic,FWD
803,2000 Volvo C70 HT,Used,"91,687 mi.","$2,995",Gray,Gray,Automatic,FWD
804,1992 Mercedes-Benz 500SEL,Used,"99,000 mi.","$10,995",Black,White,Automatic,Unknown
805,2007 Toyota Prius,Used,"47,028 mi.","$10,991",Blue,Gray,CVT,FWD
806,2019 Hyundai Veloster,Used,"26,257 mi.","$14,087",Silver,Black,Automatic,FWD
807,2017 Hyundai Sonata Base,Used,"62,939 mi.","$10,997",Silver,Gray,Automatic,FWD
808,2019 Nissan Sentra S,Used,"26,351 mi.","$13,509",Blue,Gray,CVT,FWD
809,2019 Nissan Sentra S,Used,"15,885 mi.","$13,987",Silver,Black,CVT,FWD
810,2018 Nissan Sentra S,Used,"41,175 mi.","$11,674",Gray,Black,CVT,FWD
811,2018 Chevrolet Cruze LT,Used,"38,429 mi.","$13,308",White,Black,Automatic,FWD
812,2008 Toyota Highlander Sport,Used,"161,342 mi.","$9,988",White,Beige,Automatic,AWD
813,2006 Acura MDX Touring,Used,"132,464 mi.","$8,988",Black,Black,Automatic,drive
814,2019 Kia Rio S,Used,"21,857 mi.","$12,499",White,Black,Automatic,FWD
815,2019 Volkswagen Jetta 1.4T S,Used,"14,985 mi.","$14,862",Gray,Black,Automatic,FWD
816,2019 Volkswagen Jetta 1.4T S,Used,"13,254 mi.","$14,881",Gray,Black,Automatic,FWD
817,2019 Volkswagen Jetta 1.4T S,Used,"19,765 mi.","$14,997",Silver,Black,Automatic,FWD
818,2019 Nissan Sentra S,Used,"21,640 mi.","$13,698",Gray,Black,CVT,FWD
819,2019 Volkswagen Jetta 1.4T S,Used,"14,260 mi.","$14,964",Black,Black,Automatic,FWD
820,2003 Ford Explorer Eddie Bauer,Used,"114,115 mi.","$6,588",Blue,Beige,Automatic,AWD
821,2013 Scion tC,Used,"88,692 mi.","$10,988",Black,Black,Manual,FWD
822,2019 Hyundai Accent SE,Used,"25,635 mi.","$12,319",Gray,Black,Automatic,FWD
823,2019 Kia Soul +,Used,"38,304 mi.","$14,022",Silver,Black,Automatic,FWD
824,2013 Ford F-150 XLT,Used,"171,544 mi.","$13,988",Gray,Gray,Automatic,drive
825,2013 Volkswagen Touareg Executive,Used,"97,545 mi.","$15,000",White,Brown,Automatic,AWD
826,2005 Toyota Sequoia SR5,Used,"117,855 mi.","$13,900",Gray,Gray,Automatic,drive
827,2011 Chevrolet Equinox LT,Used,"127,727 mi.","$7,950",Other,Other,Automatic,AWD
828,2012 Jeep Liberty Jet,Used,"72,076 mi.","$13,995",Black,Black,Automatic,drive
829,2011 Subaru Impreza WRX Premium,Used,"121,261 mi.","$14,991",Blue,Gray,Manual,AWD
830,2000 Mitsubishi Eclipse GT,Used,"84,180 mi.","$8,999",Red,Black,Automatic,FWD
831,2014 Volkswagen Jetta S,Used,"53,659 mi.","$8,991",Silver,Black,Automatic,FWD
832,2016 Nissan Rogue S,Used,"45,000 mi.","$13,159",Black,Beige,CVT,FWD
833,2009 Subaru Impreza 2.5i,Used,"60,882 mi.","$11,490",Silver,Black,Automatic,AWD
834,2012 Hyundai Sonata Limited,Used,"52,126 mi.","$11,998",White,Black,Automatic,FWD
835,2013 Chevrolet Malibu ECO,Used,"52,197 mi.","$12,998",Red,Other,Automatic,FWD
836,2007 Toyota Camry Hybrid,Used,"56,193 mi.","$9,900",Silver,Beige,CVT,FWD
837,2019 Kia Optima LX,Used,"35,794 mi.","$14,470",Purple,Black,Automatic,FWD
838,2016 Nissan Sentra S,Used,"55,539 mi.","$11,599",White,Gray,CVT,FWD
839,2015 BMW 328 i xDrive,Used,"81,844 mi.","$12,999",Silver,Black,Automatic,AWD
840,2018 FIAT 500 Lounge,Used,"4,192 mi.","$12,500",White,Black,Automatic,FWD
841,2014 Toyota Corolla LE ECO Premium,Used,"91,925 mi.","$9,800",White,Black,CVT,FWD
842,2018 Hyundai Elantra SEL,Used,"37,162 mi.","$12,888",Silver,Gray,Automatic,FWD
843,2007 BMW 335 i,Used,"140,925 mi.","$8,995",Black,Black,Automatic,RWD
844,2015 Kia Soul +,Used,"88,570 mi.","$9,888",Other,Black,Automatic,FWD
845,2016 Honda Civic LX,Used,"42,394 mi.","$14,888",Other,Black,CVT,FWD
846,2013 Chevrolet Cruze 1LT,Used,"57,353 mi.","$8,888",Other,Other,Automatic,FWD
847,2017 Chevrolet Equinox LS,Used,"53,665 mi.","$14,888",Other,Other,Automatic,AWD
848,2011 BMW X3 xDrive28i,Used,"91,376 mi.","$11,700",Red,Beige,Automatic,AWD
849,2016 Ford Focus S,Used,"46,645 mi.","$9,888",Other,Other,Automatic,FWD
850,2014 Dodge Journey SXT,Used,"92,279 mi.","$9,995",Black,Other,Automatic,AWD
851,2013 Audi Q5 hybrid 2.0T Prestige,Used,"96,471 mi.","$14,995",White,Black,Automatic,AWD
852,2018 FIAT 500 Lounge,Used,"5,084 mi.","$13,598",White,Beige,Automatic,FWD
853,2006 GMC Sierra 1500 H/D,Used,"127,207 mi.","$9,995",Gold,Beige,Automatic,drive
854,2008 Ford F-150 Lariat SuperCrew,Used,"161,045 mi.","$10,996",Red,Other,Automatic,drive
855,2009 Ford Flex SEL,Used,"148,224 mi.","$7,495",White,Beige,Automatic,AWD
856,2014 Kia Optima EX,Used,"65,925 mi.","$13,999",Silver,Gray,Automatic,FWD
857,2009 Volkswagen Tiguan HIGHLINE 4MOTION HEATED ROOF,Used,"111,301 mi.","$6,995",Gold,Beige,Automatic,AWD
858,2015 Ford Edge SEL,Used,"84,049 mi.","$14,995",Gray,Black,Automatic,AWD
859,2012 Kia Sorento LX,Used,"112,171 mi.","$9,995",Black,Black,Automatic,AWD
860,2014 Honda CR-V LX,Used,"58,529 mi.","$14,990",Gray,Black,Automatic,AWD
861,2010 Volkswagen GTI 4-Door,Used,"92,911 mi.","$8,990",Gray,Black,Automatic,FWD
862,2017 Volkswagen Passat 1.8T SE,Used,"27,885 mi.","$14,465",White,Beige,Automatic,FWD
